Tipo de Movimiento;Planta;GUIA SII;Fecha;Mes;ID;Proveedor;Lote;Title;Nombre;Cod Nombre;Clasificacion;Total Pallet;Cantidad;Unidad de medida;Bod. Origen;Bod. Destino;Ubicacion Origen;Ubicación Destino;Turno;Responsable;Temporada;Observacion;Bodega Stock;Ubicacion Stock;Total Stock;Numero Embarque;Patente Camion,,,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3760;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3764;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/29/2024;10;3768;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3772;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3776;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3780;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3784;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3788;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3792;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3796;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3800;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3804;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3808;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3812;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3816;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3820;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3824;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3828;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3832;;CKMBP24295;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3860;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3864;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3868;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3872;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3876;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3880;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3884;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3888;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3892;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30305;10/22/2024;10;3896;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3904;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;36;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-36;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3928;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3932;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3936;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3940;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3944;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3948;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3952;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3956;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3960;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3964;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3968;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3972;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3976;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3980;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3984;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3988;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;3992;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;4004;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;4008;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;4012;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;4016;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;4020;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30313;10/23/2024;10;4045;;CKMBP24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30318;10/23/2024;10;4049;;CKMD24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30318;10/23/2024;10;4053;;CKMD24296;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
Despacho;Chimbarongo;30318;10/23/2024;10;4057;;CKMD24297;BOGR2017;BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;BOGR2017 BOGR2017 BOLSA VF LOGO RANCO 2,5 KG ATMOSFERA 905;Kit;1;336;UNIDAD;CHIMBARONGO;SUPERFRUIT;BODEGA PLANTA;BODEGA EXTERNA;Turno 1;Inventario RCG;R9 2024-2025;;CHIMBARONGO;BODEGA PLANTA;-336;;,,,,
